;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 04/12/2013 8:55:45 SA
;----------------------------------------------

;Address Opcode 	ASM
0x0C30	0x6A29      	CLRF        _bufferFull 
;soundrec.c,255 :: 		currentBuffer = 0;
0x0C32	0x6A46      	CLRF        _currentBuffer 
;soundrec.c,257 :: 		T1CON = (1 << TMR1ON);		/* Start hardware timer */
0x0C34	0x0E01      	MOVLW       1
0x0C36	0x6ECD      	MOVWF       T1CON 
;soundrec.c,258 :: 		while (SLCT)				/* Wait until SLCT pressed */
L_main22:
0x0C38	0xA081      	BTFSS       RB0_bit, BitPos(RB0_bit+0) 
0x0C3A	0xD054      	BRA         L_main23
;soundrec.c,260 :: 		if (bufferFull == 1)
0x0C3C	0x5029      	MOVF        _bufferFull, 0 
0x0C3E	0x0A01      	XORLW       1
0x0C40	0xE150      	BNZ         L_main24
;soundrec.c,262 :: 		bufferFull = 0;
0x0C42	0x6A29      	CLRF        _bufferFull 
;soundrec.c,263 :: 		if (currentBuffer)	/* Write buffer 0 */
0x0C44	0x5246      	MOVF        _currentBuffer, 1 
0x0C46	0xE027      	BZ          L_main25
;soundrec.c,265 :: 		if (Mmc_Write_Sector(sectorIndex++, buffer0) != 0) {
0x0C48	0x0104      	MOVLB       4
0x0C4A	0xF44DC448  	MOVFF       main_sectorIndex_L0, FARG_Mmc_Write_Sector_sector
0x0C4E	0xF44EC449  	MOVFF       main_sectorIndex_L0+1, FARG_Mmc_Write_Sector_sector+1
0x0C52	0xF44FC44A  	MOVFF       main_sectorIndex_L0+2, FARG_Mmc_Write_Sector_sector+2
0x0C56	0xF450C44B  	MOVFF       main_sectorIndex_L0+3, FARG_Mmc_Write_Sector_sector+3
0x0C5A	0x0E01      	MOVLW       1
0x0C5C	0x2748      	ADDWF       main_sectorIndex_L0, 1, 1
0x0C5E	0x0E00      	MOVLW       0
0x0C60	0x2349      	ADDWFC      main_sectorIndex_L0+1, 1, 1
0x0C62	0x234A      	ADDWFC      main_sectorIndex_L0+2, 1, 1
0x0C64	0x234B      	ADDWFC      main_sectorIndex_L0+3, 1, 1
0x0C66	0x0E47      	MOVLW       _buffer0
0x0C68	0x6F51      	MOVWF       FARG_Mmc_Write_Sector_dbuff, 1
0x0C6A	0x0E00      	MOVLW       hi_addr(_buffer0)
0x0C6C	0x6F52      	MOVWF       FARG_Mmc_Write_Sector_dbuff+1, 1
0x0C6E	0xDE0D      	RCALL       _Mmc_Write_Sector
0x0C70	0x5000      	MOVF        R0, 0 
0x0C72	0x0A00      	XORLW       0
0x0C74	0xE00F      	BZ          L_main26
;soundrec.c,266 :: 		lcdClear();
0x0C76	0x0E01      	MOVLW       1
0x0C78	0x0104      	MOVLB       4
0x0C7A	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0C7C	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,267 :: 		lcdDisplay(2, 2, "E");
0x0C80	0x0E02      	MOVLW       2
0x0C82	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0C84	0x0E02      	MOVLW       2
0x0C86	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0C88	0x0E1D      	MOVLW       ?lstr1_soundrec
0x0C8A	0x6F4F      	MOVWF       FARG_Lcd_Out_text, 1
0x0C8C	0x0E00      	MOVLW       hi_addr(?lstr1_soundrec)
0x0C8E	0x6F50      	MOVWF       FARG_Lcd_Out_text+1, 1
0x0C90	0xF002EC1C  	CALL        _Lcd_Out, 0
;soundrec.c,268 :: 		}
L_main26:
;soundrec.c,269 :: 		}
0x0C94	0xD026      	BRA         L_main27
L_main25:
0x0C96	0x0104      	MOVLB       4
;soundrec.c,272 :: 		if (Mmc_Write_Sector(sectorIndex++, buffer1) != 0) {
0x0C98	0xF44DC448  	MOVFF       main_sectorIndex_L0, FARG_Mmc_Write_Sector_sector
0x0C9C	0xF44EC449  	MOVFF       main_sectorIndex_L0+1, FARG_Mmc_Write_Sector_sector+1
0x0CA0	0xF44FC44A  	MOVFF       main_sectorIndex_L0+2, FARG_Mmc_Write_Sector_sector+2
0x0CA4	0xF450C44B  	MOVFF       main_sectorIndex_L0+3, FARG_Mmc_Write_Sector_sector+3
0x0CA8	0x0E01      	MOVLW       1
0x0CAA	0x2748      	ADDWF       main_sectorIndex_L0, 1, 1
0x0CAC	0x0E00      	MOVLW       0
0x0CAE	0x2349      	ADDWFC      main_sectorIndex_L0+1, 1, 1
0x0CB0	0x234A      	ADDWFC      main_sectorIndex_L0+2, 1, 1
0x0CB2	0x234B      	ADDWFC      main_sectorIndex_L0+3, 1, 1
0x0CB4	0x0E47      	MOVLW       _buffer1
0x0CB6	0x6F51      	MOVWF       FARG_Mmc_Write_Sector_dbuff, 1
0x0CB8	0x0E02      	MOVLW       hi_addr(_buffer1)
0x0CBA	0x6F52      	MOVWF       FARG_Mmc_Write_Sector_dbuff+1, 1
0x0CBC	0xDDE6      	RCALL       _Mmc_Write_Sector
0x0CBE	0x5000      	MOVF        R0, 0 
0x0CC0	0x0A00      	XORLW       0
0x0CC2	0xE00F      	BZ          L_main28
;soundrec.c,273 :: 		lcdClear();
0x0CC4	0x0E01      	MOVLW       1
0x0CC6	0x0104      	MOVLB       4
0x0CC8	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0CCA	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,274 :: 		lcdDisplay(2,2, "E");
0x0CCE	0x0E02      	MOVLW       2
0x0CD0	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0CD2	0x0E02      	MOVLW       2
0x0CD4	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0CD6	0x0E23      	MOVLW       ?lstr2_soundrec
0x0CD8	0x6F4F      	MOVWF       FARG_Lcd_Out_text, 1
0x0CDA	0x0E00      	MOVLW       hi_addr(?lstr2_soundrec)
0x0CDC	0x6F50      	MOVWF       FARG_Lcd_Out_text+1, 1
0x0CDE	0xF002EC1C  	CALL        _Lcd_Out, 0
;soundrec.c,275 :: 		}
L_main28:
;soundrec.c,276 :: 		}
L_main27:
;soundrec.c,277 :: 		}
L_main24:
;soundrec.c,278 :: 		}
0x0CE2	0xD7AA      	BRA         L_main22
L_main23:
;soundrec.c,279 :: 		T1CON &= ~(1 << TMR1ON);
0x0CE4	0x90CD      	BCF         T1CON, 0 
;soundrec.c,281 :: 		Delay_ms(100);
0x0CE6	0x0E03      	MOVLW       3
0x0CE8	0x6E0B      	MOVWF       R11, 0
0x0CEA	0x0E8A      	MOVLW       138
0x0CEC	0x6E0C      	MOVWF       R12, 0
0x0CEE	0x0E55      	MOVLW       85
0x0CF0	0x6E0D      	MOVWF       R13, 0
L_main29:
0x0CF2	0x2E0D      	DECFSZ      R13, 1, 0
0x0CF4	0xD7FE      	BRA         L_main29
0x0CF6	0x2E0C      	DECFSZ      R12, 1, 0
0x0CF8	0xD7FC      	BRA         L_main29
0x0CFA	0x2E0B      	DECFSZ      R11, 1, 0
0x0CFC	0xD7FA      	BRA         L_main29
0x0CFE	0x0000      	NOP
0x0D00	0x0000      	NOP
;soundrec.c,287 :: 		}
0x0D02	0xD147      	BRA         L_main30
L_main21:
;soundrec.c,290 :: 		else if (mode == 2)
0x0D04	0x5028      	MOVF        _mode, 0 
0x0D06	0x0A02      	XORLW       2
0x0D08	0xA4D8      	BTFSS       STATUS, 2 
0x0D0A	0xD09C      	BRA         L_main31
;soundrec.c,293 :: 		sectorIndex = 0;
0x0D0C	0x0104      	MOVLB       4
0x0D0E	0x6B48      	CLRF        main_sectorIndex_L0, 1
0x0D10	0x6B49      	CLRF        main_sectorIndex_L0+1, 1
0x0D12	0x6B4A      	CLRF        main_sectorIndex_L0+2, 1
0x0D14	0x6B4B      	CLRF        main_sectorIndex_L0+3, 1
;soundrec.c,296 :: 		timer1Config();
0x0D16	0xDD1F      	RCALL       _timer1Config
;soundrec.c,299 :: 		lcdClear();
0x0D18	0x0E01      	MOVLW       1
0x0D1A	0x0104      	MOVLB       4
0x0D1C	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0D1E	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,300 :: 		lcdDisplay(1, 2, codeToRam(lcd_playing));
0x0D22	0x0ECC      	MOVLW       _lcd_playing
0x0D24	0x6F4D      	MOVWF       FARG_codeToRam_ctxt, 1
0x0D26	0x0E0F      	MOVLW       hi_addr(_lcd_playing)
0x0D28	0x6F4E      	MOVWF       FARG_codeToRam_ctxt+1, 1
0x0D2A	0x0E00      	MOVLW       higher_addr(_lcd_playing)
0x0D2C	0x6F4F      	MOVWF       FARG_codeToRam_ctxt+2, 1
0x0D2E	0xF002EC5B  	CALL        _codeToRam, 0
0x0D32	0xF44FC000  	MOVFF       R0, FARG_Lcd_Out_text
0x0D36	0xF450C001  	MOVFF       R1, FARG_Lcd_Out_text+1
0x0D3A	0x0E01      	MOVLW       1
0x0D3C	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0D3E	0x0E02      	MOVLW       2
0x0D40	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0D42	0xF002EC1C  	CALL        _Lcd_Out, 0
;soundrec.c,301 :: 		ptr = buffer0;
0x0D46	0x0E47      	MOVLW       _buffer0
0x0D48	0x6E2A      	MOVWF       soundrec_ptr 
0x0D4A	0x0E00      	MOVLW       hi_addr(_buffer0)
0x0D4C	0x6E2B      	MOVWF       soundrec_ptr+1 
;soundrec.c,302 :: 		ptrIndex = 0;
0x0D4E	0x6A3F      	CLRF        soundrec_ptrIndex 
0x0D50	0x6A40      	CLRF        soundrec_ptrIndex+1 
;soundrec.c,303 :: 		bufferFull = 0;
0x0D52	0x6A29      	CLRF        _bufferFull 
;soundrec.c,304 :: 		currentBuffer = 0;
0x0D54	0x6A46      	CLRF        _currentBuffer 
;soundrec.c,307 :: 		if (Mmc_Read_Sector(sectorIndex, buffer0) != 0)	{
0x0D56	0xF44DC448  	MOVFF       main_sectorIndex_L0, FARG_Mmc_Read_Sector_sector
0x0D5A	0xF44EC449  	MOVFF       main_sectorIndex_L0+1, FARG_Mmc_Read_Sector_sector+1
0x0D5E	0xF44FC44A  	MOVFF       main_sectorIndex_L0+2, FARG_Mmc_Read_Sector_sector+2
0x0D62	0xF450C44B  	MOVFF       main_sectorIndex_L0+3, FARG_Mmc_Read_Sector_sector+3
0x0D66	0x0E47      	MOVLW       _buffer0
0x0D68	0x6F51      	MOVWF       FARG_Mmc_Read_Sector_dbuff, 1
0x0D6A	0x0E00      	MOVLW       hi_addr(_buffer0)
0x0D6C	0x6F52      	MOVWF       FARG_Mmc_Read_Sector_dbuff+1, 1
0x0D6E	0xDD09      	RCALL       _Mmc_Read_Sector
0x0D70	0x5000      	MOVF        R0, 0 
0x0D72	0x0A00      	XORLW       0
0x0D74	0xE000      	BZ          L_main32
;soundrec.c,308 :: 		}
L_main32:
;soundrec.c,311 :: 		T1CON |= (1 << TMR1ON);
0x0D76	0x80CD      	BSF         T1CON, 0 
;soundrec.c,314 :: 		while (SLCT)
L_main33:
0x0D78	0xA081      	BTFSS       RB0_bit, BitPos(RB0_bit+0) 
0x0D7A	0xD054      	BRA         L_main34
;soundrec.c,316 :: 		if (bufferFull == 1) {
0x0D7C	0x5029      	MOVF        _bufferFull, 0 
0x0D7E	0x0A01      	XORLW       1
0x0D80	0xE150      	BNZ         L_main35
;soundrec.c,317 :: 		bufferFull = 0;
0x0D82	0x6A29      	CLRF        _bufferFull 
;soundrec.c,318 :: 		if (currentBuffer) { /* Read buffer 0 */
0x0D84	0x5246      	MOVF        _currentBuffer, 1 
0x0D86	0xE027      	BZ          L_main36
;soundrec.c,320 :: 		if (Mmc_Read_Sector(sectorIndex++, buffer0) != 0) {
0x0D88	0xF44DC448  	MOVFF       main_sectorIndex_L0, FARG_Mmc_Read_Sector_sector
0x0D8C	0xF44EC449  	MOVFF       main_sectorIndex_L0+1, FARG_Mmc_Read_Sector_sector+1
0x0D90	0xF44FC44A  	MOVFF       main_sectorIndex_L0+2, FARG_Mmc_Read_Sector_sector+2
0x0D94	0xF450C44B  	MOVFF       main_sectorIndex_L0+3, FARG_Mmc_Read_Sector_sector+3
0x0D98	0x0E01      	MOVLW       1
0x0D9A	0x0104      	MOVLB       4
0x0D9C	0x2748      	ADDWF       main_sectorIndex_L0, 1, 1
0x0D9E	0x0E00      	MOVLW       0
0x0DA0	0x2349      	ADDWFC      main_sectorIndex_L0+1, 1, 1
0x0DA2	0x234A      	ADDWFC      main_sectorIndex_L0+2, 1, 1
0x0DA4	0x234B      	ADDWFC      main_sectorIndex_L0+3, 1, 1
0x0DA6	0x0E47      	MOVLW       _buffer0
0x0DA8	0x6F51      	MOVWF       FARG_Mmc_Read_Sector_dbuff, 1
0x0DAA	0x0E00      	MOVLW       hi_addr(_buffer0)
0x0DAC	0x6F52      	MOVWF       FARG_Mmc_Read_Sector_dbuff+1, 1
0x0DAE	0xDCE9      	RCALL       _Mmc_Read_Sector
0x0DB0	0x5000      	MOVF        R0, 0 
0x0DB2	0x0A00      	XORLW       0
0x0DB4	0xE00F      	BZ          L_main37
;soundrec.c,321 :: 		lcdClear();
0x0DB6	0x0E01      	MOVLW       1
0x0DB8	0x0104      	MOVLB       4
0x0DBA	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0DBC	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,322 :: 		lcdDisplay(2,2, "E");
0x0DC0	0x0E02      	MOVLW       2
0x0DC2	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0DC4	0x0E02      	MOVLW       2
0x0DC6	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0DC8	0x0E21      	MOVLW       ?lstr3_soundrec
0x0DCA	0x6F4F      	MOVWF       FARG_Lcd_Out_text, 1
0x0DCC	0x0E00      	MOVLW       hi_addr(?lstr3_soundrec)
0x0DCE	0x6F50      	MOVWF       FARG_Lcd_Out_text+1, 1
0x0DD0	0xF002EC1C  	CALL        _Lcd_Out, 0
;soundrec.c,323 :: 		}
L_main37:
;soundrec.c,324 :: 		}
0x0DD4	0xD026      	BRA         L_main38
L_main36:
0x0DD6	0x0104      	MOVLB       4
;soundrec.c,327 :: 		if (Mmc_Read_Sector(sectorIndex++, buffer1) != 0) {
0x0DD8	0xF44DC448  	MOVFF       main_sectorIndex_L0, FARG_Mmc_Read_Sector_sector
0x0DDC	0xF44EC449  	MOVFF       main_sectorIndex_L0+1, FARG_Mmc_Read_Sector_sector+1
0x0DE0	0xF44FC44A  	MOVFF       main_sectorIndex_L0+2, FARG_Mmc_Read_Sector_sector+2
0x0DE4	0xF450C44B  	MOVFF       main_sectorIndex_L0+3, FARG_Mmc_Read_Sector_sector+3
0x0DE8	0x0E01      	MOVLW       1
0x0DEA	0x2748      	ADDWF       main_sectorIndex_L0, 1, 1
0x0DEC	0x0E00      	MOVLW       0
0x0DEE	0x2349      	ADDWFC      main_sectorIndex_L0+1, 1, 1
0x0DF0	0x234A      	ADDWFC      main_sectorIndex_L0+2, 1, 1
0x0DF2	0x234B      	ADDWFC      main_sectorIndex_L0+3, 1, 1
0x0DF4	0x0E47      	MOVLW       _buffer1
0x0DF6	0x6F51      	MOVWF       FARG_Mmc_Read_Sector_dbuff, 1
0x0DF8	0x0E02      	MOVLW       hi_addr(_buffer1)
0x0DFA	0x6F52      	MOVWF       FARG_Mmc_Read_Sector_dbuff+1, 1
0x0DFC	0xDCC2      	RCALL       _Mmc_Read_Sector
0x0DFE	0x5000      	MOVF        R0, 0 
0x0E00	0x0A00      	XORLW       0
0x0E02	0xE00F      	BZ          L_main39
;soundrec.c,328 :: 		lcdClear();
0x0E04	0x0E01      	MOVLW       1
0x0E06	0x0104      	MOVLB       4
0x0E08	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0E0A	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,329 :: 		lcdDisplay(2,2, "E");
0x0E0E	0x0E02      	MOVLW       2
0x0E10	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0E12	0x0E02      	MOVLW       2
0x0E14	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0E16	0x0E1F      	MOVLW       ?lstr4_soundrec
0x0E18	0x6F4F      	MOVWF       FARG_Lcd_Out_text, 1
0x0E1A	0x0E00      	MOVLW       hi_addr(?lstr4_soundrec)
0x0E1C	0x6F50      	MOVWF       FARG_Lcd_Out_text+1, 1
0x0E1E	0xF002EC1C  	CALL        _Lcd_Out, 0
;soundrec.c,330 :: 		}
L_main39:
;soundrec.c,331 :: 		}
L_main38:
;soundrec.c,332 :: 		}
L_main35:
;soundrec.c,333 :: 		}
0x0E22	0xD7AA      	BRA         L_main33
L_main34:
;soundrec.c,336 :: 		T1CON &= ~(1 << TMR1ON);
0x0E24	0x90CD      	BCF         T1CON, 0 
;soundrec.c,338 :: 		Delay_ms(100);
0x0E26	0x0E03      	MOVLW       3
0x0E28	0x6E0B      	MOVWF       R11, 0
0x0E2A	0x0E8A      	MOVLW       138
0x0E2C	0x6E0C      	MOVWF       R12, 0
0x0E2E	0x0E55      	MOVLW       85
0x0E30	0x6E0D      	MOVWF       R13, 0
L_main40:
0x0E32	0x2E0D      	DECFSZ      R13, 1, 0
0x0E34	0xD7FE      	BRA         L_main40
0x0E36	0x2E0C      	DECFSZ      R12, 1, 0
0x0E38	0xD7FC      	BRA         L_main40
0x0E3A	0x2E0B      	DECFSZ      R11, 1, 0
0x0E3C	0xD7FA      	BRA         L_main40
0x0E3E	0x0000      	NOP
0x0E40	0x0000      	NOP
;soundrec.c,341 :: 		}
0x0E42	0xD0A7      	BRA         L_main41
L_main31:
;soundrec.c,344 :: 		else if (mode == 3)	{
0x0E44	0x5028      	MOVF        _mode, 0 
0x0E46	0x0A03      	XORLW       3
0x0E48	0xA4D8      	BTFSS       STATUS, 2 
0x0E4A	0xD0A3      	BRA         L_main42
;soundrec.c,345 :: 		temp = mode; /* Save current mode state */
0x0E4C	0xF44CC028  	MOVFF       _mode, main_temp_L0
;soundrec.c,346 :: 		mode = 1;
0x0E50	0x0E01      	MOVLW       1
0x0E52	0x6E28      	MOVWF       _mode 
;soundrec.c,347 :: 		Delay_ms(500);
0x0E54	0x0E0D      	MOVLW       13
0x0E56	0x6E0B      	MOVWF       R11, 0
0x0E58	0x0EAF      	MOVLW       175
0x0E5A	0x6E0C      	MOVWF       R12, 0
0x0E5C	0x0EB6      	MOVLW       182
0x0E5E	0x6E0D      	MOVWF       R13, 0
L_main43:
0x0E60	0x0104      	MOVLB       4
0x0E62	0x2E0D      	DECFSZ      R13, 1, 0
0x0E64	0xD7FD      	BRA         L_main43
0x0E66	0x2E0C      	DECFSZ      R12, 1, 0
0x0E68	0xD7FB      	BRA         L_main43
0x0E6A	0x2E0B      	DECFSZ      R11, 1, 0
0x0E6C	0xD7F9      	BRA         L_main43
0x0E6E	0x0000      	NOP
;soundrec.c,348 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0E70	0x0E01      	MOVLW       1
0x0E72	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0E74	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,350 :: 		while (OK) { /* OK not pressed */
L_main44:
0x0E78	0xA281      	BTFSS       RB1_bit, BitPos(RB1_bit+0) 
0x0E7A	0xD069      	BRA         L_main45
;soundrec.c,351 :: 		if (!SLCT) { /* SLCT */
0x0E7C	0xB081      	BTFSC       RB0_bit, BitPos(RB0_bit+0) 
0x0E7E	0xD018      	BRA         L_main46
;soundrec.c,352 :: 		Delay_ms(300);
0x0E80	0x0E08      	MOVLW       8
0x0E82	0x6E0B      	MOVWF       R11, 0
0x0E84	0x0E9D      	MOVLW       157
0x0E86	0x6E0C      	MOVWF       R12, 0
0x0E88	0x0E05      	MOVLW       5
0x0E8A	0x6E0D      	MOVWF       R13, 0
L_main47:
0x0E8C	0x2E0D      	DECFSZ      R13, 1, 0
0x0E8E	0xD7FE      	BRA         L_main47
0x0E90	0x2E0C      	DECFSZ      R12, 1, 0
0x0E92	0xD7FC      	BRA         L_main47
0x0E94	0x2E0B      	DECFSZ      R11, 1, 0
0x0E96	0xD7FA      	BRA         L_main47
0x0E98	0x0000      	NOP
0x0E9A	0x0000      	NOP
;soundrec.c,353 :: 		mode++;
0x0E9C	0x5028      	MOVF        _mode, 0 
0x0E9E	0x0F01      	ADDLW       1
0x0EA0	0x6E00      	MOVWF       R0 
0x0EA2	0xF028C000  	MOVFF       R0, _mode
;soundrec.c,354 :: 		if (mode == 3) {
0x0EA6	0x5028      	MOVF        _mode, 0 
0x0EA8	0x0A03      	XORLW       3
0x0EAA	0xE102      	BNZ         L_main48
;soundrec.c,355 :: 		mode = 1;
0x0EAC	0x0E01      	MOVLW       1
0x0EAE	0x6E28      	MOVWF       _mode 
;soundrec.c,356 :: 		}
L_main48:
;soundrec.c,357 :: 		}
L_main46:
0x0EB0	0x0104      	MOVLB       4
;soundrec.c,359 :: 		if ((mode == 1) & (lastMode != mode)) {
0x0EB2	0x5028      	MOVF        _mode, 0 
0x0EB4	0x0A01      	XORLW       1
0x0EB6	0x0E01      	MOVLW       1
0x0EB8	0xA4D8      	BTFSS       STATUS, 2 
0x0EBA	0x0E00      	MOVLW       0
0x0EBC	0x6E01      	MOVWF       R1 
0x0EBE	0x5147      	MOVF        main_lastMode_L0, 0, 1
0x0EC0	0x1828      	XORWF       _mode, 0 
0x0EC2	0x0E00      	MOVLW       0
0x0EC4	0xA4D8      	BTFSS       STATUS, 2 
0x0EC6	0x0E01      	MOVLW       1
0x0EC8	0x6E00      	MOVWF       R0 
0x0ECA	0x5001      	MOVF        R1, 0 
0x0ECC	0x1600      	ANDWF       R0, 1 
0x0ECE	0xE017      	BZ          L_main49
;soundrec.c,360 :: 		lcdClear();
0x0ED0	0x0E01      	MOVLW       1
0x0ED2	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0ED4	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,361 :: 		lcdDisplay(1, 2, codeToRam(lcd_s_16khz));
0x0ED8	0x0EE0      	MOVLW       _lcd_s_16khz
0x0EDA	0x6F4D      	MOVWF       FARG_codeToRam_ctxt, 1
0x0EDC	0x0E0F      	MOVLW       hi_addr(_lcd_s_16khz)
0x0EDE	0x6F4E      	MOVWF       FARG_codeToRam_ctxt+1, 1
0x0EE0	0x0E00      	MOVLW       higher_addr(_lcd_s_16khz)
0x0EE2	0x6F4F      	MOVWF       FARG_codeToRam_ctxt+2, 1
0x0EE4	0xF002EC5B  	CALL        _codeToRam, 0
0x0EE8	0xF44FC000  	MOVFF       R0, FARG_Lcd_Out_text
0x0EEC	0xF450C001  	MOVFF       R1, FARG_Lcd_Out_text+1
0x0EF0	0x0E01      	MOVLW       1
0x0EF2	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0EF4	0x0E02      	MOVLW       2
0x0EF6	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0EF8	0xF002EC1C  	CALL        _Lcd_Out, 0
;soundrec.c,362 :: 		}
0x0EFC	0xD025      	BRA         L_main50
L_main49:
;soundrec.c,363 :: 		else if ((mode == 2) & (lastMode != mode)) {
0x0EFE	0x5028      	MOVF        _mode, 0 
0x0F00	0x0A02      	XORLW       2
0x0F02	0x0E01      	MOVLW       1
0x0F04	0xA4D8      	BTFSS       STATUS, 2 
0x0F06	0x0E00      	MOVLW       0
0x0F08	0x6E01      	MOVWF       R1 
0x0F0A	0x5147      	MOVF        main_lastMode_L0, 0, 1
0x0F0C	0x1828      	XORWF       _mode, 0 
0x0F0E	0x0E00      	MOVLW       0
0x0F10	0xA4D8      	BTFSS       STATUS, 2 
0x0F12	0x0E01      	MOVLW       1
0x0F14	0x6E00      	MOVWF       R0 
0x0F16	0x5001      	MOVF        R1, 0 
0x0F18	0x1600      	ANDWF       R0, 1 
0x0F1A	0xE016      	BZ          L_main51
;soundrec.c,364 :: 		lcdClear();
0x0F1C	0x0E01      	MOVLW       1
0x0F1E	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0F20	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,365 :: 		lcdDisplay(1, 2, codeToRam(lcd_s_8khz));
0x0F24	0x0EF6      	MOVLW       _lcd_s_8khz
0x0F26	0x6F4D      	MOVWF       FARG_codeToRam_ctxt, 1
0x0F28	0x0E0F      	MOVLW       hi_addr(_lcd_s_8khz)
0x0F2A	0x6F4E      	MOVWF       FARG_codeToRam_ctxt+1, 1
0x0F2C	0x0E00      	MOVLW       higher_addr(_lcd_s_8khz)
0x0F2E	0x6F4F      	MOVWF       FARG_codeToRam_ctxt+2, 1
0x0F30	0xF002EC5B  	CALL        _codeToRam, 0
0x0F34	0xF44FC000  	MOVFF       R0, FARG_Lcd_Out_text
0x0F38	0xF450C001  	MOVFF       R1, FARG_Lcd_Out_text+1
0x0F3C	0x0E01      	MOVLW       1
0x0F3E	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0F40	0x0E02      	MOVLW       2
0x0F42	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0F44	0xF002EC1C  	CALL        _Lcd_Out, 0
;soundrec.c,366 :: 		}
L_main51:
L_main50:
;soundrec.c,368 :: 		lastMode = mode;
0x0F48	0xF447C028  	MOVFF       _mode, main_lastMode_L0
;soundrec.c,369 :: 		}
0x0F4C	0xD795      	BRA         L_main44
L_main45:
;soundrec.c,371 :: 		if (mode == 1) {
0x0F4E	0x5028      	MOVF        _mode, 0 
0x0F50	0x0A01      	XORLW       1
0x0F52	0xE102      	BNZ         L_main52
;soundrec.c,372 :: 		samplingRate = _16KHZ;
0x0F54	0x6A25      	CLRF        soundrec_samplingRate 
;soundrec.c,373 :: 		}
0x0F56	0xD005      	BRA         L_main53
L_main52:
;soundrec.c,374 :: 		else if (mode == 2) {
0x0F58	0x5028      	MOVF        _mode, 0 
0x0F5A	0x0A02      	XORLW       2
0x0F5C	0xE102      	BNZ         L_main54
;soundrec.c,375 :: 		samplingRate = _8KHZ;
0x0F5E	0x0E01      	MOVLW       1
0x0F60	0x6E25      	MOVWF       soundrec_samplingRate 
;soundrec.c,376 :: 		}
L_main54:
L_main53:
;soundrec.c,378 :: 		lcdClear();
0x0F62	0x0E01      	MOVLW       1
0x0F64	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0F66	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,379 :: 		lcdDisplay(1, 2, codeToRam(lcd_saved));
0x0F6A	0x0EEF      	MOVLW       _lcd_saved
0x0F6C	0x6F4D      	MOVWF       FARG_codeToRam_ctxt, 1
0x0F6E	0x0E0F      	MOVLW       hi_addr(_lcd_saved)
0x0F70	0x6F4E      	MOVWF       FARG_codeToRam_ctxt+1, 1
0x0F72	0x0E00      	MOVLW       higher_addr(_lcd_saved)
0x0F74	0x6F4F      	MOVWF       FARG_codeToRam_ctxt+2, 1
0x0F76	0xF002EC5B  	CALL        _codeToRam, 0
0x0F7A	0xF44FC000  	MOVFF       R0, FARG_Lcd_Out_text
0x0F7E	0xF450C001  	MOVFF       R1, FARG_Lcd_Out_text+1
0x0F82	0x0E01      	MOVLW       1
0x0F84	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0F86	0x0E02      	MOVLW       2
0x0F88	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0F8A	0xF002EC1C  	CALL        _Lcd_Out, 0
;soundrec.c,381 :: 		mode = temp;
